movieId,title,genres,Director,Rotten Tomatoes,imdbRatings,imdbVotes
4867,Riding in Cars with Boys (2001),Comedy|Drama,Penny Marshall,4.9,6.5,30416
4873,Waking Life (2001),Animation|Drama|Fantasy,Richard Linklater,6.04,7.7,66777
4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi,Iain Softley,7.75,7.4,192534
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,Richard Kelly,8.7,8,846996
4880,Life as a House (2001),Drama,Irwin Winkler,4.15,7.4,45505
4881,"Man Who Wasn't There, The (2001)",Crime|Drama,Joel Coen,2.35,7.5,114759
4885,Domestic Disturbance (2001),Thriller,Harold Becker,4.6,5.6,28680
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,"Pete Docter, David Silverman, Lee Unkrich",8.29,8.1,976494
4887,"One, The (2001)",Action|Sci-Fi|Thriller,James Wong,4.6,5.9,95865
4888,Tape (2001),Drama,Richard Linklater,7.48,7.2,21101
4889,Heist (2001),Crime|Drama,David Mamet,6.85,6.5,38970
4890,Shallow Hal (2001),Comedy|Fantasy|Romance,"Bobby Farrelly, Peter Farrelly",4.9,6,144715
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,Chris Columbus,3.34,7.6,851853
4898,Novocaine (2001),Comedy|Crime|Mystery|Thriller,David Atkins,8.02,5.8,11672
4899,Black Knight (2001),Adventure|Comedy|Fantasy,Gil Junger,3.25,4.9,43179
4901,Spy Game (2001),Action|Crime|Drama|Thriller,Tony Scott,9.19,7.1,166728
4903,In the Bedroom (2001),Drama,Todd Field,4.69,7.4,42299
4911,Jabberwocky (1977),Adventure|Comedy|Fantasy,Terry Gilliam,8.65,6.1,15888
4912,Funny Girl (1968),Drama|Musical|Romance,William Wyler,7.3,7.4,25023
4914,Breathless (À bout de souffle) (1960),Crime|Drama|Romance,Jean-Luc Godard,6.04,7.7,87635
4915,"Beastmaster, The (1982)",Action|Adventure|Fantasy,Don Coscarelli,6.58,6.2,25111
4916,Midway (1976),Drama|War,Roland Emmerich,7.03,6.7,94398
4920,"Now, Voyager (1942)",Drama|Romance,Irving Rapper,4.6,7.9,18679
4921,Little Women (1933),Drama|Romance,Greta Gerwig,8.38,7.8,244135
4928,That Obscure Object of Desire (Cet obscur objet du désir) (1977),Drama,Luis Buñuel,8.02,7.8,24737
4929,"Toy, The (1982)",Comedy,Richard Donner,6.22,5.8,14495
4932,Dressed to Kill (1980),Mystery|Thriller,Brian De Palma,7.39,7.1,47826
4936,Fame (1980),Drama|Musical,Alan Parker,5.5,6.6,24593
4939,"Final Countdown, The (1980)",Action|Sci-Fi,Don Taylor,2.8,6.7,26780
4941,Flash Gordon (1980),Action|Adventure|Sci-Fi,Mike Hodges,7.84,6.5,61269
4945,"Enforcer, The (1976)",Crime,James Fargo,8.29,6.7,48882
4947,"Gauntlet, The (1977)",Action,Clint Eastwood,5.41,6.4,24984
4951,Lord of the Flies (1990),Adventure|Drama|Thriller,Harry Hook,6.76,6.4,33298
4954,Ocean's Eleven (a.k.a. Ocean's 11) (1960),Comedy|Crime,Steven Soderbergh,3.61,7.7,618831
4956,"Stunt Man, The (1980)",Action|Adventure|Comedy|Drama|Romance|Thriller,Richard Rush,7.3,7,10340
4957,Sudden Impact (1983),Crime|Thriller,Clint Eastwood,6.94,6.6,48495
4958,Behind Enemy Lines (2001),Action|Drama|War,John Moore,6.76,6.4,112656
4963,Ocean's Eleven (2001),Crime|Thriller,Steven Soderbergh,2.98,7.7,618831
4966,"Incredible Shrinking Man, The (1957)",Sci-Fi|Thriller,Jack Arnold,7.84,7.6,19965
4967,No Man's Land (2001),Drama|War,Danis Tanovic,8.74,7.9,48740
4971,Moscow on the Hudson (1984),Comedy|Drama,Paul Mazursky,8.92,6.5,12922
4974,Not Another Teen Movie (2001),Comedy,Joel Gallen,10,5.8,115286
4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller,Cameron Crowe,7.21,6.9,284661
4976,Iris (2001),Drama,Richard Eyre,7.3,7,19134
4978,Lantana (2001),Drama|Mystery|Thriller,Ray Lawrence,8.2,7.2,20192
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama,Wes Anderson,9.19,7.6,312705
4980,Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy|Sci-Fi,Richard Bracewell,7.66,6.6,3136
4981,Clockwise (1986),Comedy,Christopher Morahan,8.56,6.6,13574
4989,How High (2001),Comedy,Jesse Dylan,6.58,6.2,61574
4990,Jimmy Neutron: Boy Genius (2001),Adventure|Animation|Children|Comedy,John A. Davis,8.29,6.1,37880
4991,Joe Somebody (2001),Comedy|Drama|Romance,John Pasquin,5.95,5.5,11057
4992,Kate & Leopold (2001),Comedy|Romance,Cedric Nicolas-Troyan,2.62,6.2,70436
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,Peter Jackson,9.01,8.9,2004643
4994,"Majestic, The (2001)",Comedy|Drama|Romance,Frank Darabont,7.21,6.9,57475
5002,Fritz the Cat (1972),Animation,Ralph Bakshi,7.93,6.2,14173
5004,"Party, The (1968)",Comedy,Blake Edwards,7.66,7.4,43701
5008,Witness for the Prosecution (1957),Drama|Mystery|Thriller,Billy Wilder,10,8.4,136870
5009,Ali (2001),Drama,Michael Mann,7.03,6.7,105286
5010,Black Hawk Down (2001),Action|Drama|War,Ridley Scott,5.23,7.7,422028
5012,Yentl (1983),Drama|Musical|Romance,Barbra Streisand,2.8,6.6,15522
5013,Gosford Park (2001),Comedy|Drama|Mystery,Robert Altman,5.23,7.2,93702
5014,I Am Sam (2001),Drama,Jessie Nelson,7.84,7.6,154957
5015,Monster's Ball (2001),Drama|Romance,Marc Forster,7.39,7.1,93522
5016,"Shipping News, The (2001)",Drama,Lasse Hallström,7.03,6.7,33879
5017,"Big Heat, The (1953)",Drama|Film-Noir,Fritz Lang,9.01,7.9,28822
5021,Murder by Death (1976),Comedy|Crime|Mystery|Thriller,Robert Moore,7.93,7.3,41561
5025,Orange County (2002),Comedy,Jake Kasdan,4.51,6.2,51864
5026,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller,Christophe Gans,1.81,7,71273
5027,Another 48 Hrs. (1990),Action|Comedy|Crime|Drama|Thriller,Walter Hill,6.31,5.9,44335
5034,"Truly, Madly, Deeply (1991)",Drama|Romance,Anthony Minghella,6.76,7.2,9979
5039,Dragonslayer (1981),Action|Adventure|Fantasy,Matthew Robbins,4.6,6.6,19844
5040,Conan the Destroyer (1984),Action|Adventure|Fantasy,Richard Fleischer,8.47,5.9,85193
5046,Impostor (2002),Action|Drama|Sci-Fi|Thriller,Gary Fleder,6.49,6.1,24536
5047,Kung Pow: Enter the Fist (2002),Action|Comedy,Steve Oedekerk,9.64,6.2,48324
5048,Snow Dogs (2002),Adventure|Children|Comedy,Brian Levant,5.68,5.2,28529
5049,48 Hrs. (1982),Action|Comedy|Crime|Drama,Walter Hill,4.78,6.9,85218
5053,Blankman (1994),Comedy,Mike Binder,7.03,5.1,10461
5054,Brainstorm (1983),Sci-Fi|Thriller,Douglas Trumbull,9.19,6.4,13053
5055,Dragon: The Bruce Lee Story (1993),Action|Drama,Rob Cohen,9.55,7,32798
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War,Robert Altman,5.95,7.4,76896
5062,Seconds (1966),Mystery|Sci-Fi|Thriller,John Frankenheimer,9.73,7.6,21881
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller,Kevin Reynolds,6.4,7.7,147579
5065,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller,Mark Pellington,4.87,6.4,84689
5069,Escaflowne: The Movie (Escaflowne) (2000),Action|Adventure|Animation|Drama|Fantasy,"Kazuki Akane, Yoshiyuki Takei",6.94,6.6,3790
5072,Metropolis (2001),Animation|Sci-Fi,Fritz Lang,8.47,8.3,185436
5074,Storytelling (2001),Comedy|Drama,Todd Solondz,7.12,6.8,18296
5076,"Adventures of Huck Finn, The (1993)",Adventure|Children|Comedy|Drama,Stephen Sommers,8.47,6.2,9169
5080,Slackers (2002),Comedy,Dewey Nicks,5.77,5.3,15204
5081,Birthday Girl (2001),Drama|Romance,Jez Butterworth,6.4,6,26247
5092,Big Fat Liar (2002),Children|Comedy,Shawn Levy,5.59,5.5,39194
5093,Collateral Damage (2002),Action|Thriller,Andrew Davis,4.33,5.5,77888
5096,Baby's Day Out (1994),Comedy,Patrick Read Johnson,6.58,6.2,55387
5102,Rookie of the Year (1993),Comedy|Fantasy,Daniel Stern,9.37,6.1,30850
5103,"Sandlot, The (1993)",Children|Comedy|Drama,David Mickey Evans,4.78,7.8,102303
5105,Don't Look Now (1973),Drama|Horror|Thriller,Nicolas Roeg,7.39,7.1,62089
5106,Crossroads (2002),Comedy|Musical|Romance,Tamra Davis,7.57,3.7,43782
5107,Hart's War (2002),Drama|War,Gregory Hoblit,6.67,6.3,55209
5108,John Q (2002),Crime|Drama|Thriller,Nick Cassavetes,7.39,7.1,143144
5109,Return to Never Land (2002),Adventure|Animation|Children,"Robin Budd, Donovan Cook",3.79,5.8,22013
5110,Super Troopers (2001),Comedy|Crime|Mystery,Jay Chandrasekhar,4.87,7,112728
5111,"Good Son, The (1993)",Drama|Thriller,Joseph Ruben,8.11,6.4,45599
5120,Sleuth (1972),Comedy|Mystery|Thriller,Joseph L. Mankiewicz,6.85,8,50079
5127,Dragonfly (2002),Drama|Fantasy|Mystery|Romance|Thriller,Tom Shadyac,4.6,6.1,39790
5128,Queen of the Damned (2002),Fantasy|Horror,Michael Rymer,5.14,5.2,59823
5135,Monsoon Wedding (2001),Comedy|Romance,Mira Nair,7.57,7.3,26648
5139,"Bad News Bears, The (1976)",Comedy,Michael Ritchie,6.76,7.3,24841
5146,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),Animation|Fantasy|Horror|Sci-Fi,Yoshiaki Kawajiri,7.12,7.6,35396
5147,Wild Strawberries (Smultronstället) (1957),Drama,Ingmar Bergman,7.93,8.1,114636
5151,40 Days and 40 Nights (2002),Comedy|Romance,Michael Lehmann,4.24,5.6,75705
5152,We Were Soldiers (2002),Action|Drama|War,Randall Wallace,8.65,7.2,150750
5159,Ferngully: The Last Rainforest (1992),Animation|Children|Comedy|Musical,Bill Kroyer,6.85,6.5,33683
5171,"Time Machine, The (2002)",Action|Adventure|Sci-Fi,Simon Wells,7.84,6,130008
5177,"Magnificent Ambersons, The (1942)",Drama|Romance,"Orson Welles, Fred Fleck, Robert Wise",8.9,7.6,26639
5198,"Long Good Friday, The (1980)",Drama|Thriller,John Mackenzie,8.56,7.6,25448
5214,"Oh, God! (1977)",Comedy|Fantasy,Carl Reiner,7.3,6.6,10555
5218,Ice Age (2002),Adventure|Animation|Children|Comedy,"Chris Wedge, Carlos Saldanha",9.1,7.5,516315
5219,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller,Paul W.S. Anderson,3.6,6.6,288288
5220,Showtime (2002),Action|Comedy,Tom Dey,6.31,5.5,65032
5222,Kissing Jessica Stein (2001),Comedy|Romance,Charles Herman-Wurmfeld,5.86,6.6,17419
5225,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance,Alfonso Cuarón,7.93,7.7,128600
5226,All the Right Moves (1983),Drama|Romance,Michael Chapman,8.47,6,20247
5237,Taps (1981),Drama,Harold Becker,7.12,6.8,20017
5246,Smokey and the Bandit II (1980),Action|Comedy,Hal Needham,6.4,5.3,17453
5247,Smokey and the Bandit (1977),Action|Comedy,Hal Needham,3.34,7,56364
5250,Stir Crazy (1980),Comedy,Sidney Poitier,8.2,6.7,30355
5254,Blade II (2002),Action|Horror|Thriller,Guillermo del Toro,7.03,6.7,234312
5255,Sorority Boys (2002),Comedy,Wallace Wolodarsky,5.86,5.4,16164
5264,Clockstoppers (2002),Action|Adventure|Sci-Fi|Thriller,Jonathan Frakes,6.4,5.2,15091
5265,Death to Smoochy (2002),Comedy|Crime|Drama,Danny DeVito,7.93,6.3,42543
5266,Panic Room (2002),Thriller,David Fincher,7.12,6.8,296216
5267,"Rookie, The (2002)",Drama,"James Wong Howe, Mel Stuart",8.4,6.9,37000
5282,High Crimes (2002),Thriller,Carl Franklin,6.76,6.4,48134
5283,National Lampoon's Van Wilder (2002),Comedy,Walt Becker,6.76,6.4,114986
5288,"Atomic Cafe, The (1982)",Documentary|War,"Jayne Loader, Kevin Rafferty, Pierce Rafferty",7.84,7.6,4498
5291,Rashomon (Rashômon) (1950),Crime|Drama|Mystery,Akira Kurosawa,9.8,8.2,179958
5292,Slap Shot (1977),Comedy,George Roy Hill,6.76,7.3,41087
5293,Changing Lanes (2002),Drama|Thriller,Roger Michell,6.04,6.5,74281
5294,Frailty (2001),Crime|Drama|Thriller,Bill Paxton,7.48,7.2,90824
5296,"Sweetest Thing, The (2002)",Comedy|Romance,Roger Kumble,5.68,5.2,62138
5297,"Cat's Meow, The (2002)",Drama|Thriller,Peter Bogdanovich,6.76,6.4,8901
5298,Human Nature (2001),Comedy|Romance,Michel Gondry,6.31,6.4,18859
5299,My Big Fat Greek Wedding (2002),Comedy|Romance,Joel Zwick,7.03,6.6,144183
5300,3:10 to Yuma (1957),Action|Adventure|Drama|Thriller|Western,James Mangold,7.84,7.6,330229
5303,Joe Versus the Volcano (1990),Comedy|Romance,John Patrick Shanley,6.31,5.9,39793
5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",Drama|War,Roberto Rossellini,8.2,8,28878
5308,Three Men and a Baby (1987),Comedy,Leonard Nimoy,9.28,6.1,57544
5309,Three Men and a Little Lady (1990),Comedy|Romance,Emile Ardolino,10,5.5,26594
5312,Murder by Numbers (2002),Crime|Thriller,Barbet Schroeder,4.51,6.1,61967
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,Chuck Russell,5.95,5.5,145378
5316,Enigma (2001),Romance|Thriller,Michael Apted,7.21,6.4,21883
5319,Nine Queens (Nueve reinas) (2000),Crime|Thriller,Fabián Bielinsky,9.37,7.9,56441
5323,Jason X (2002),Horror|Sci-Fi|Thriller,James Isaac,3.7,4.4,61382
5324,Life or Something Like It (2002),Comedy|Romance,Stephen Herek,6.13,5.8,28005
5329,"Salton Sea, The (2002)",Crime|Drama|Thriller,D.J. Caruso,5.95,7,31953
5334,Cadillac Man (1990),Comedy|Crime,Roger Donaldson,6.13,5.7,15495
5339,Husbands and Wives (1992),Comedy|Drama,Woody Allen,7.75,7.5,30980
5341,Lenny (1974),Drama,Bob Fosse,7.75,7.5,17504
5348,Hollywood Ending (2002),Comedy|Drama,Woody Allen,6.85,6.5,28098
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,Sam Raimi,7.66,7.4,874704
5361,White Fang (1991),Adventure,Randal Kleiser,5.41,6.7,22443
5363,"New Guy, The (2002)",Comedy,Ed Decter,6.22,5.8,37576
5364,Unfaithful (2002),Drama|Thriller,Adrian Lyne,9.64,6.7,98148
5367,My Beautiful Laundrette (1985),Drama|Romance,Stephen Frears,9.01,6.8,17261
5377,About a Boy (2002),Comedy|Drama|Romance,"Chris Weitz, Paul Weitz",7.12,7.1,191357
5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,George Lucas,6.94,6.6,754475
5379,"Believer, The (2001)",Drama,Henry Bean,7.39,7.1,40951
5380,"Importance of Being Earnest, The (2002)",Comedy|Drama|Romance,Oliver Parker,4.69,6.8,24691
5382,Every Which Way But Loose (1978),Comedy,James Fargo,6.4,6.3,30021
5385,"Last Waltz, The (1978)",Documentary,Martin Scorsese,7.03,8.1,20005
5387,Enough (2002),Drama|Thriller,Michael Apted,7.48,5.8,47312
5388,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,Christopher Nolan,9.2,7.2,317492
5389,Spirit: Stallion of the Cimarron (2002),Adventure|Animation|Children|Western,"Kelly Asbury, Lorna Cook",8.74,7.2,85137
5400,"Sum of All Fears, The (2002)",Drama|Thriller,Phil Alden Robinson,6.76,6.4,124122
5401,Undercover Brother (2002),Comedy,Malcolm D. Lee,6.31,5.9,36190
5404,84 Charing Cross Road (1987),Drama|Romance,David Hugh Jones,3.61,7.4,11156
5410,Silent Running (1972),Drama|Sci-Fi,Douglas Trumbull,7.1,6.6,31340
5414,Bad Company (2002),Action|Comedy|Crime,Joel Schumacher,4.06,5.6,49929
5415,Divine Secrets of the Ya-Ya Sisterhood (2002),Comedy|Drama,Callie Khouri,4.24,6.1,20921
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,Raja Gosnell,5.77,5.3,124912
5420,Windtalkers (2002),Action|Drama|War,John Woo,6.49,6.1,73449
5421,"Dangerous Lives of Altar Boys, The (2002)",Drama,Peter Care,7.66,6.9,14116
5433,Silver Bullet (Stephen King's Silver Bullet) (1985),Adventure|Drama|Horror|Mystery|Thriller,Daniel Attias,9.82,6.4,31312
5438,Men at Work (1990),Action|Comedy,Emilio Estevez,6.31,5.9,26597
5440,She Wore a Yellow Ribbon (1949),Western,John Ford,5.32,7.2,19253
5444,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi,"Dean DeBlois, Chris Sanders",6.13,7.3,210523
5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,Steven Spielberg,8.9,7.6,582457
5446,Rabbit-Proof Fence (2002),Adventure|Drama,Phillip Noyce,10,7.4,30236
5447,Sunshine State (2002),Drama,John Sayles,5.8,6.8,4222
5449,Mr. Deeds (2002),Comedy|Romance,Steven Brill,3.97,5.8,152028
5451,Pumpkin (2002),Comedy|Drama|Romance,"Anthony Abrams, Adam Larson Broder",4.6,6.1,9420
5452,Look Who's Talking Now (1993),Children|Comedy|Romance,Tom Ropelewski,2.62,4.4,30880
5458,Like Mike (2002),Children|Comedy|Fantasy,John Schultz,7.48,5.4,22440
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,Barry Sonnenfeld,6.58,6.2,403012
5460,"Powerpuff Girls, The (2002)",Action|Animation|Children|Comedy,Steven LaMorte,6.58,7.3,47695
5463,Reign of Fire (2002),Action|Adventure|Fantasy,Rob Bowman,6.58,6.2,145176
5464,Road to Perdition (2002),Crime|Drama,Sam Mendes,4.06,7.7,283525
5470,The Importance of Being Earnest (1952),Comedy|Romance,Oliver Parker,9.1,6.8,24691
5472,1776 (1972),Children|Drama|Musical,Peter H. Hunt,4.6,7.6,10240
5475,Z (1969),Drama|Mystery|Thriller,Costa-Gavras,8.38,8.2,31216
5476,Halloween: Resurrection (Halloween 8) (2002),Horror|Thriller,Rick Rosenthal,6.22,3.9,49166
5478,Eight Legged Freaks (2002),Action|Comedy|Horror|Sci-Fi,Ellory Elkayem,4.78,5.5,60066
5479,K-19: The Widowmaker (2002),Action|Adventure|Drama|Thriller,Kathryn Bigelow,3.61,6.7,67229
5480,Stuart Little 2 (2002),Children|Comedy,Rob Minkoff,3.43,5.5,58410
5481,Austin Powers in Goldmember (2002),Comedy,Jay Roach,9.37,6.2,222339
5483,"Kid Stays in the Picture, The (2002)",Documentary,"Nanette Burstein, Brett Morgen",8.83,7.3,7946
5485,Tadpole (2002),Comedy|Drama|Romance,Gary Winick,6.58,6.2,6218
5489,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),Horror,Werner Herzog,9.5,7.4,40291
5497,Our Man Flint (1965),Adventure|Comedy|Sci-Fi,Daniel Mann,6.76,6.4,7020
5498,Red Beard (Akahige) (1965),Drama,Akira Kurosawa,7.5,8.3,20802
5500,Top Secret! (1984),Comedy,"Jim Abrahams, David Zucker, Jerry Zucker",6.85,7.2,72791
5501,"Master of Disguise, The (2002)",Comedy|Mystery,Perry Andelin Blake,10,3.3,27024
5502,Signs (2002),Horror|Sci-Fi|Thriller,M. Night Shyamalan,7.12,6.8,385529
5505,"Good Girl, The (2002)",Comedy|Drama,Miguel Arteta,6.76,6.4,47029
5506,Blood Work (2002),Crime|Drama|Mystery|Thriller,Clint Eastwood,5.5,6.4,47610
5507,xXx (2002),Action|Crime|Thriller,Rob Cohen,6.22,5.8,186069
5508,24 Hour Party People (2002),Comedy|Drama|Musical,Michael Winterbottom,4.42,7.3,39615
5515,Songs From the Second Floor (Sånger från andra våningen) (2000),Drama,Roy Andersson,7.75,7.5,20291
5523,"Adventures of Pluto Nash, The (2002)",Action|Adventure|Comedy|Sci-Fi,Ron Underwood,4.51,3.9,26970
5524,Blue Crush (2002),Adventure|Drama|Romance,John Stockwell,4.69,5.7,32859
5525,Mostly Martha (Bella Martha) (2001),Comedy|Drama|Romance,Sandra Nettelbeck,7.48,7.2,8526
5527,Possession (2002),Drama|Romance,Andrzej Zulawski,7.57,7.3,42458
5528,One Hour Photo (2002),Drama|Thriller,Mark Romanek,7.12,6.8,131254
5529,Serving Sara (2002),Comedy|Romance,Reginald Hudlin,2.89,5.3,18771
5540,Clash of the Titans (1981),Action|Adventure|Fantasy|Romance,Louis Leterrier,9.01,5.8,292373
5541,Hot Shots! (1991),Action|Comedy|Romance|War,Jim Abrahams,6.13,6.7,116192
5544,Time After Time (1979),Sci-Fi|Thriller,Nicholas Meyer,7.39,7.1,20468
5548,Down and Out in Beverly Hills (1986),Comedy,Paul Mazursky,6.58,6.2,20173
5553,Stakeout (1987),Comedy|Crime|Romance|Thriller,John Badham,10,6.7,28404
5563,City by the Sea (2002),Crime|Drama,Michael Caton-Jones,6.49,6.1,26306
5564,Swimfan (2002),Thriller,John Polson,5.59,5.1,21063
5568,Johnny Dangerously (1984),Comedy,Amy Heckerling,4.4,6.5,16394
5569,"Last House on the Left, The (1972)",Crime|Horror|Thriller,Dennis Iliadis,3.97,6.5,99634
5570,Thesis (Tesis) (1996),Drama|Horror|Thriller,Alejandro Amenábar,7.66,7.4,42257
5572,Barbershop (2002),Comedy,Tim Story,6.67,6.3,33368
5573,Stealing Harvard (2002),Comedy|Crime,Bruce McCulloch,7.21,5.1,13719
5574,"Transporter, The (2002)",Action|Crime,"Louis Leterrier, Corey Yuen",5.4,6.8,321051
5577,Igby Goes Down (2002),Comedy|Drama,Burr Steers,9.46,6.9,34964
5582,Captain Ron (1992),Adventure|Comedy,Thom Eberhardt,8.29,5.8,22852
5584,Ernest Goes to Jail (1990),Comedy,John R. Cherry III,3.61,5.4,10038
5585,Ernest Scared Stupid (1991),Comedy,John R. Cherry III,6.13,5.7,12704
5588,"Hills Have Eyes, The (1977)",Horror,Alexandre Aja,9.01,6.4,182612
5602,"Ladykillers, The (1955)",Comedy|Crime,"Ethan Coen, Joel Coen",6.13,6.2,108814
5603,"Lavender Hill Mob, The (1951)",Comedy|Crime,Charles Crichton,4.42,7.5,15485
5604,"Man in the White Suit, The (1951)",Comedy|Sci-Fi,Alexander Mackendrick,7.57,7.3,10765
5609,Ballistic: Ecks vs. Sever (2002),Action|Thriller,Wych Kaosayananda,7.21,3.7,20962
5610,"Banger Sisters, The (2002)",Comedy|Drama,Bob Dolman,6.94,5.7,17232
5611,"Four Feathers, The (2002)",Adventure|War,Shekhar Kapur,3.79,6.5,35487
5613,8 Women (2002),Comedy|Crime|Musical|Mystery,François Ozon,3.43,7,34261
5617,Secretary (2002),Comedy|Drama|Romance,Steven Shainberg,7.12,6.9,98333
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,Hayao Miyazaki,8.74,8.6,848710
5620,Sweet Home Alabama (2002),Comedy|Romance,Andy Tennant,9.46,6.2,122943
5621,"Tuxedo, The (2002)",Action|Comedy,Kevin Donovan,2.1,5.4,88402
5625,Moonlight Mile (2002),Drama|Romance,Brad Silberling,8.29,6.6,14613
5628,Wasabi (2001),Action|Comedy|Crime|Drama|Thriller,Gérard Krawczyk,6.94,6.6,42651
5630,Red Dragon (2002),Crime|Mystery|Thriller,Brett Ratner,7.48,7.2,290318
5632,Bloody Sunday (2002),Drama,Paul Greengrass,3.07,7.6,25640
5633,Heaven (2002),Drama,Tom Tykwer,5.5,6.9,26461
5637,Flirting (1991),Drama,John Duigan,7.39,7.1,6331
5644,"Pride of the Yankees, The (1942)",Drama,Sam Wood,7.75,7.6,11936
5646,Valmont (1989),Drama|Romance,Milos Forman,7.84,7,14179
5649,Horror of Dracula (Dracula) (1958),Horror,Terence Fisher,7.75,7.2,27881
5650,Strange Brew (1983),Comedy,"Rick Moranis, Dave Thomas",6.94,6.6,18494
5651,"Incredible Mr. Limpet, The (1964)",Animation|Comedy|War,"Arthur Lubin, Gerry Chiniquy, Robert McKimson",6.85,6.5,5940
5665,Knockaround Guys (2002),Action|Comedy|Crime,"Brian Koppelman, David Levien",8.2,6.1,24736
5666,"Rules of Attraction, The (2002)",Comedy|Drama|Romance|Thriller,Roger Avary,4.4,6.6,53227
5667,Tuck Everlasting (2002),Drama|Fantasy,Jay Russell,6.94,6.6,25192
5668,White Oleander (2002),Drama,Peter Kosminsky,7.39,7.1,33999
5669,Bowling for Columbine (2002),Documentary,Michael Moore,7.03,8,148711
5670,Comedian (2002),Comedy|Documentary,Christian Charles,7.21,6.9,7269
5673,Punch-Drunk Love (2002),Comedy|Drama|Romance,Paul Thomas Anderson,7.57,7.3,176716
5678,Formula 51 (2001),Action|Comedy|Crime|Thriller,Ronny Yu,5.41,6.3,50942
5679,"Ring, The (2002)",Horror|Mystery|Thriller,Gore Verbinski,7.39,7.1,373484
5680,Auto Focus (2002),Crime|Drama,Paul Schrader,6.94,6.6,14853
5685,Real Women Have Curves (2002),Comedy|Drama,Patricia Cardoso,7.21,6.9,8219
5686,Russian Ark (Russkiy Kovcheg) (2002),Drama|Fantasy|War,Aleksandr Sokurov,7.48,7.2,21745
5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War,Isao Takahata,8.65,8.5,310146
5693,Saturday Night Fever (1977),Comedy|Drama|Romance,John Badham,7.12,6.8,86994
5694,Staying Alive (1983),Comedy|Drama|Musical,Sylvester Stallone,2.35,4.7,17581
5696,Urban Cowboy (1980),Drama,James Bridges,8.2,6.4,16724
5705,Xanadu (1980),Fantasy|Musical|Romance,Robert Greenwald,5.77,5.3,15221
5707,Absence of Malice (1981),Drama|Romance,Sydney Pollack,7.21,6.9,14723
5712,Blow Out (1981),Mystery|Thriller,Brian De Palma,5.32,7.4,61723
5747,Gallipoli (1981),Drama|War,Peter Weir,2.35,7.4,41748
5752,Gregory's Girl (1981),Comedy|Romance,Bill Forsyth,7.39,7.1,9317
5784,Ghost Ship (2002),Horror,Steve Beck,6.04,5.6,108678
5785,Jackass: The Movie (2002),Action|Comedy|Documentary,Jeff Tremaine,5.95,6.6,102101
5787,"Truth About Charlie, The (2002)",Mystery|Thriller,Jonathan Demme,5.23,4.7,11010
5791,Frida (2002),Drama|Romance,Julie Taymor,7.57,7.3,94830
5792,Roger Dodger (2002),Comedy|Drama,Dylan Kidd,6.04,6.8,17894
5796,Casino Royale (1967),Action|Adventure|Comedy,Martin Campbell,5.32,8,694342
5797,"Company of Wolves, The (1984)",Fantasy|Horror,Neil Jordan,6.94,6.6,18275
5801,"Russians Are Coming, the Russians Are Coming, The (1966)",Comedy|War,Norman Jewison,2.62,7,9942
5803,I Spy (2002),Action|Adventure|Comedy|Crime,Betty Thomas,5.86,5.4,53352
5804,"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance,Michael Lembeck,6.13,5.7,63808
5809,Femme Fatale (2002),Crime|Thriller,Brian De Palma,8.02,6.2,37547
5810,8 Mile (2002),Drama,Curtis Hanson,3.25,7.2,319294
5812,Far from Heaven (2002),Drama|Romance,Todd Haynes,6.94,7.3,49255
